	log2FoldChange	padj	significance
CGGC5_11881	2.93248866152662	2.24145941178725e-25	UP
CGGC5_9248	8.06243531070315	2.627524738475e-25	UP
CGGC5_7631	2.83583473475392	3.0934706855119e-25	UP
CGGC5_2240	7.39048853408866	3.0934706855119e-25	UP
CGGC5_10753	7.09857477978393	5.18690207986098e-25	UP
CGGC5_3401	6.5591902121806	7.68446532184816e-25	UP
CGGC5_7445	4.23208039937144	8.63813744812024e-25	UP
CGGC5_11495	13.5033111676355	9.79234189537686e-25	UP
CGGC5_246	6.19471268242331	1.90781482676574e-24	UP
CGGC5_3400	6.56190545493947	2.46869377067397e-24	UP
CGGC5_10167	-3.93766045278255	4.70262012893631e-24	DOWN
CGGC5_8268	5.53885667332684	5.21175597099156e-24	UP
CGGC5_9623	7.57505606708934	7.28711116770792e-24	UP
CGGC5_5701	7.43247458961979	8.15595066606638e-24	UP
CGGC5_6966	3.05306947384029	9.57641452200024e-24	UP
CGGC5_3765	6.97810940535361	1.13370290144394e-23	UP
CGGC5_11185	9.4359940548844	1.33986563677462e-23	UP
CGGC5_13952	6.8796162752221	1.34732252941397e-23	UP
CGGC5_7680	14.1460989788795	1.71754895456039e-23	UP
CGGC5_10269	14.0852656161371	1.82849671430371e-23	UP
CGGC5_7722	7.2099186616449	2.52919390579939e-23	UP
CGGC5_7978	7.70508269136654	2.68849510101446e-23	UP
CGGC5_12822	9.83132960788341	4.25808593876884e-23	UP
CGGC5_84	15.3301477625047	5.28520409127215e-23	UP
CGGC5_3265	4.8796691972577	5.61185633673745e-23	UP
CGGC5_14214	13.4229163456588	5.98330546119878e-23	UP
CGGC5_5577	4.39670658025344	7.04798506119041e-23	UP
CGGC5_4145	3.31999478251764	9.57085870066637e-23	UP
CGGC5_14282	13.419448285852	1.16154684904186e-22	UP
CGGC5_9512	6.36138779512362	1.20270120382285e-22	UP
CGGC5_6554	13.180382049029	1.22204724730612e-22	UP
CGGC5_13492	5.81930133620844	1.22204724730612e-22	UP
CGGC5_10390	11.454966538622	1.48228403252106e-22	UP
CGGC5_6192	6.73653706765723	1.889417636975e-22	UP
CGGC5_15030	5.93512821413601	1.90577312784848e-22	UP
CGGC5_4309	9.57361004075621	2.02476220239267e-22	UP
CGGC5_10760	8.93653095493047	2.48804311225721e-22	UP
CGGC5_14175	6.01628227304255	2.80796023094473e-22	UP
CGGC5_3414	5.79813679442767	4.23509811016313e-22	UP
CGGC5_9667	5.24821049864135	5.24473553715194e-22	UP
CGGC5_14039	9.76303848657794	7.85640248641406e-22	UP
CGGC5_2300	3.10550371429988	9.04800527972436e-22	UP
CGGC5_10058	4.64229357559107	1.07317271862203e-21	UP
CGGC5_8034	4.0766348923435	1.24780698533467e-21	UP
CGGC5_6469	4.945987992047	1.25724766106647e-21	UP
CGGC5_1606	7.54792288080546	1.44219880402657e-21	UP
CGGC5_10952	7.1503745773485	1.44390025090264e-21	UP
CGGC5_9460	6.05716944039669	1.45326515393642e-21	UP
CGGC5_4970	10.0228027087695	2.07945684307648e-21	UP
CGGC5_8536	3.89411444284123	2.08739556629868e-21	UP
CGGC5_1824	3.60683928964845	2.97193806995813e-21	UP
CGGC5_13946	9.20760170805534	3.18464363160805e-21	UP
CGGC5_6890	4.66911205641394	3.18705195835972e-21	UP
CGGC5_1574	8.15780120115084	4.07591969653005e-21	UP
CGGC5_14997	5.61320219690167	4.63586385653313e-21	UP
CGGC5_12085	7.93698276415135	4.65277547160935e-21	UP
CGGC5_12579	7.97466026314486	5.57150021420423e-21	UP
CGGC5_14989	13.0506757168063	5.69800164482881e-21	UP
CGGC5_9031	4.24368706836686	6.1051491944946e-21	UP
CGGC5_10698	10.1490626132643	7.21973223285239e-21	UP
CGGC5_8584	6.91798526903931	7.5859634824048e-21	UP
CGGC5_4775	3.50034736918241	9.3226002844695e-21	UP
CGGC5_2709	4.50752005380848	1.0195977527617e-20	UP
CGGC5_13936	4.1619562706671	1.42355332191915e-20	UP
CGGC5_11207	4.22874329425812	1.7936050371362e-20	UP
CGGC5_3004	8.24239248187604	1.88870601521349e-20	UP
CGGC5_12368	-4.4936358463774	1.91465378585603e-20	DOWN
CGGC5_15117	4.3609629365239	1.99534861705239e-20	UP
CGGC5_10262	6.77947825415592	3.43143381144683e-20	UP
CGGC5_6644	5.6098034493519	3.89748693668122e-20	UP
CGGC5_6834	4.98480068341939	4.30832794101515e-20	UP
CGGC5_4729	8.8445570525905	4.37265765330616e-20	UP
CGGC5_7641	5.39643379432733	4.6201559742407e-20	UP
CGGC5_4192	7.01287381513453	7.34300842653987e-20	UP
CGGC5_10979	4.66505783078477	9.193785924761e-20	UP
CGGC5_9349	12.4044806528977	1.3665683206286e-19	UP
CGGC5_14439	7.52283798783637	1.58325894797983e-19	UP
CGGC5_10946	7.27215354330716	3.0641195674111e-19	UP
CGGC5_27	4.63116939623163	3.31127820281972e-19	UP
CGGC5_14234	3.20794690250536	3.52523146372856e-19	UP
CGGC5_13726	-3.92042713866554	3.84295518090635e-19	DOWN
CGGC5_704	4.69873571514107	3.93934715230815e-19	UP
CGGC5_12108	6.02904980664625	4.96781644870773e-19	UP
CGGC5_1802	11.8955647325452	5.99706917666348e-19	UP
CGGC5_12524	5.24917961777295	6.90365680854847e-19	UP
CGGC5_10696	5.848795897909	6.97216679384435e-19	UP
CGGC5_15268	9.96463193565114	6.98236633122146e-19	UP
CGGC5_10170	3.624033482901	7.13168534254501e-19	UP
CGGC5_7024	3.97209331043991	1.09437341454212e-18	UP
CGGC5_2746	3.80479655113114	1.09621447290444e-18	UP
CGGC5_9346	7.08800731312371	1.830483761499e-18	UP
CGGC5_4265	5.64116891539966	1.91979180597249e-18	UP
CGGC5_6909	6.65660598505056	2.11654525008217e-18	UP
CGGC5_13733	6.42026574336103	2.2386569862429e-18	UP
CGGC5_1755	7.06406546400936	2.50654720067449e-18	UP
CGGC5_14363	12.2366675914745	8.025139785247e-18	UP
CGGC5_6447	13.4487257217109	1.04731056526958e-17	UP
CGGC5_2728	7.03377245315494	1.25583766068265e-17	UP
CGGC5_8473	9.55625573295877	1.27787430698881e-17	UP
CGGC5_1804	6.67209647646394	1.27787430698881e-17	UP
CGGC5_2619	-3.52849285565422	1.47317756423462e-17	DOWN
CGGC5_9025	11.6216131794005	1.66462015939383e-17	UP
CGGC5_7310	4.78495184006192	1.7262345362585e-17	UP
CGGC5_14578	5.59792123315346	1.74273145052441e-17	UP
CGGC5_3871	4.65535450422838	1.74361048439112e-17	UP
CGGC5_1278	8.6564604233524	1.74431549835688e-17	UP
CGGC5_14681	6.91842387793178	2.41275104017026e-17	UP
CGGC5_6127	5.92545615651585	2.53083859008555e-17	UP
CGGC5_233	6.24395285671546	2.98735189185173e-17	UP
CGGC5_10951	5.14586058204419	3.50301858486501e-17	UP
CGGC5_13629	10.3852233131731	4.00153409512408e-17	UP
CGGC5_7414	13.449236561719	4.58863197490257e-17	UP
CGGC5_3794	5.20658175534878	4.65123581454356e-17	UP
CGGC5_7618	6.52436173757788	4.72468459138688e-17	UP
CGGC5_12775	3.58672130173473	5.17067743324834e-17	UP
CGGC5_5765	7.11732642879753	5.38618191781968e-17	UP
CGGC5_4039	8.6590708412875	7.44099017340318e-17	UP
CGGC5_14253	4.42736691666644	9.06482014779979e-17	UP
CGGC5_2656	7.72047143833364	1.0394072547026e-16	UP
CGGC5_10962	9.24690527676479	1.07188629111693e-16	UP
CGGC5_8771	4.49166220137864	1.16456601894179e-16	UP
CGGC5_12821	6.15834260976494	1.18722736559975e-16	UP
CGGC5_1154	7.37828760106409	1.24280697303552e-16	UP
CGGC5_8765	5.61699525033316	1.2428510478539e-16	UP
CGGC5_969	3.05310598296949	1.26319443365589e-16	UP
CGGC5_14680	6.10486202909496	1.31840033524812e-16	UP
CGGC5_6154	7.539499966264	1.33632406147781e-16	UP
CGGC5_2349	3.92246734351313	1.3940199211567e-16	UP
CGGC5_7237	6.42514792051059	1.53516083982122e-16	UP
CGGC5_1285	5.66146988678146	1.55148629378516e-16	UP
CGGC5_10406	13.2306286440227	1.58176311299775e-16	UP
CGGC5_4627	2.02435184902724	1.61923603657201e-16	UP
CGGC5_4218	4.44093988195835	1.62317740700824e-16	UP
CGGC5_8996	9.03817891023274	1.9339476536066e-16	UP
CGGC5_2761	5.91367878347981	2.09306355506885e-16	UP
CGGC5_13241	3.9131352162134	2.71861500738785e-16	UP
CGGC5_3964	3.46698927587893	2.96234389552753e-16	UP
CGGC5_3352	12.384106682266	3.01737102565041e-16	UP
CGGC5_10119	11.0100132351667	3.6523856172162e-16	UP
CGGC5_5887	5.67316331086207	4.01029532093147e-16	UP
CGGC5_3931	2.79545307085597	4.49573865051115e-16	UP
CGGC5_1293	5.06031604500483	5.0686198732253e-16	UP
CGGC5_6470	6.75538430897403	6.24085252773487e-16	UP
CGGC5_6677	5.85300254266051	6.88471636685688e-16	UP
CGGC5_11969	4.96779268387081	7.03999069077141e-16	UP
CGGC5_14684	10.4164716395424	9.83995131852883e-16	UP
CGGC5_2928	5.41189888449741	1.01785324860655e-15	UP
CGGC5_13437	6.15073057593188	1.21655383152643e-15	UP
CGGC5_2747	6.53999087231159	1.67530923235291e-15	UP
CGGC5_163	-3.29689985483525	1.68536166254895e-15	DOWN
CGGC5_12624	7.70715143567448	2.41875435378618e-15	UP
CGGC5_4501	12.2520660383973	2.42985289078244e-15	UP
CGGC5_14948	5.47340377218429	3.60827128672823e-15	UP
CGGC5_11415	10.8119526466366	3.78908814352699e-15	UP
CGGC5_8590	3.96491643112349	4.178766840096e-15	UP
CGGC5_4641	7.99104450739165	4.178766840096e-15	UP
CGGC5_10826	12.5164081977482	5.06978298683675e-15	UP
CGGC5_12251	10.5947380137482	5.34345964669338e-15	UP
CGGC5_13582	13.4888757709247	6.47483463640017e-15	UP
CGGC5_14942	12.6081585885082	7.10687521351454e-15	UP
CGGC5_4936	9.37073457277272	1.01851434302204e-14	UP
CGGC5_14418	2.46044948140133	1.08333285289479e-14	UP
CGGC5_11282	5.29875209869661	1.1060298319313e-14	UP
CGGC5_9049	10.9596744633533	1.21839726734377e-14	UP
CGGC5_10990	-3.45724140910724	1.25051828041652e-14	DOWN
CGGC5_1718	-3.71709656591483	1.387402303314e-14	DOWN
CGGC5_4360	13.6180707312319	1.4552133567168e-14	UP
CGGC5_10871	4.70958702916817	1.54020996032144e-14	UP
CGGC5_15349	11.306917829252	1.60075712333529e-14	UP
CGGC5_5857	-2.93665483160395	1.94335275169774e-14	DOWN
CGGC5_7696	7.99057344474767	2.07299258265489e-14	UP
CGGC5_7591	11.1203303834975	2.07299258265489e-14	UP
CGGC5_10949	4.7508591624032	2.14946427982099e-14	UP
CGGC5_9300	4.6266528256023	2.27765921311621e-14	UP
CGGC5_4282	4.24886728000982	2.65008687996495e-14	UP
CGGC5_12675	5.48726535743195	2.65197017141449e-14	UP
CGGC5_1779	5.75157181585869	3.08237845513288e-14	UP
CGGC5_7254	2.66683005850198	3.42273528624116e-14	UP
CGGC5_4719	8.46112213514417	3.43398651426748e-14	UP
CGGC5_8169	2.20207040674207	3.8189024678646e-14	UP
CGGC5_6633	7.84864174264771	4.04170551764006e-14	UP
CGGC5_14912	5.87658918710219	4.17157894014773e-14	UP
CGGC5_11099	5.67516265539724	4.52182825867805e-14	UP
CGGC5_12295	2.45557399935828	4.67940998968369e-14	UP
CGGC5_9664	6.99212399178787	5.40081860004877e-14	UP
CGGC5_13406	6.40953147427223	5.53347993128283e-14	UP
CGGC5_11976	3.10398011571163	6.17348766786489e-14	UP
CGGC5_1301	5.25652400949502	8.42688299728251e-14	UP
CGGC5_10649	3.69270889617761	8.49006132307546e-14	UP
CGGC5_2158	5.63022050468833	9.47693776672597e-14	UP
CGGC5_9054	4.47401741956579	1.00108143889547e-13	UP
CGGC5_6861	8.46550299652167	1.04699180241538e-13	UP
CGGC5_13624	6.74961461846229	1.1210531811221e-13	UP
CGGC5_838	-3.85760149378392	1.53768970224121e-13	DOWN
CGGC5_4351	10.2936023903086	1.54081175874677e-13	UP
CGGC5_13318	11.4778858438737	1.78573745218025e-13	UP
CGGC5_14791	-4.45438318091517	2.29952062152053e-13	DOWN
CGGC5_11755	5.61083386916047	2.48727479215447e-13	UP
CGGC5_8940	6.42789965851297	2.52348004620003e-13	UP
CGGC5_2330	5.03311414024287	2.54410635793952e-13	UP
CGGC5_11453	11.3489133954855	2.57790894103725e-13	UP
CGGC5_11992	7.53103950034405	2.70585192882617e-13	UP
CGGC5_11486	-9.20990534347535	2.81559542884625e-13	DOWN
CGGC5_7565	4.19258595842212	3.27613196097808e-13	UP
CGGC5_5350	4.83606741823527	3.28633884271523e-13	UP
CGGC5_8758	5.98753870676802	3.47161470360329e-13	UP
CGGC5_13247	-9.23698794008947	4.01404408065999e-13	DOWN
CGGC5_2251	13.3862855521078	4.7236989949396e-13	UP
CGGC5_4836	5.3853112676856	4.72593858809252e-13	UP
CGGC5_8733	-3.25361015232435	4.9800216860283e-13	DOWN
CGGC5_3567	4.92038257038581	5.41841612526155e-13	UP
CGGC5_1749	-4.43578700512678	5.61154695008703e-13	DOWN
CGGC5_2648	4.11330515830079	5.90809227268916e-13	UP
CGGC5_14361	8.38699042848914	5.98213678982329e-13	UP
CGGC5_7629	6.34523120988522	6.11846831495921e-13	UP
CGGC5_9725	-9.22164391352957	6.1568445406079e-13	DOWN
CGGC5_8962	7.63604820992636	7.0606152701685e-13	UP
CGGC5_10594	14.239311431301	7.0606152701685e-13	UP
CGGC5_3431	10.1304381189795	7.63718818135566e-13	UP
CGGC5_8970	9.778094634101	7.69846117046114e-13	UP
CGGC5_10322	8.64085038320571	7.69846117046114e-13	UP
CGGC5_6005	6.11486083697221	8.34633470923404e-13	UP
CGGC5_1548	7.64518828674623	8.95605265467384e-13	UP
CGGC5_9415	-3.84654154119673	9.32367022135389e-13	DOWN
CGGC5_742	12.4610737394904	9.49176817042043e-13	UP
CGGC5_4503	9.85529203299896	1.25155484490065e-12	UP
CGGC5_14349	-2.94230367266268	1.37051510027367e-12	DOWN
CGGC5_4066	3.63272010530772	1.90090571677687e-12	UP
CGGC5_9008	4.8528258398711	1.94273203284671e-12	UP
CGGC5_7202	5.13145903606598	2.18696065388912e-12	UP
CGGC5_13431	2.59806180017938	2.22903739218116e-12	UP
CGGC5_13718	5.94030398891	2.41421049703385e-12	UP
CGGC5_14095	7.09960363745418	2.50655234015297e-12	UP
CGGC5_10011	-4.30005927644475	3.46446526706904e-12	DOWN
CGGC5_10536	-3.40209650991685	3.62811896980722e-12	DOWN
CGGC5_6123	5.43203690365389	3.81311848417938e-12	UP
CGGC5_8766	6.78006467767724	3.87478879088004e-12	UP
CGGC5_13573	-4.48879910196407	3.89624735586085e-12	DOWN
CGGC5_6254	4.97946719494645	4.00477504357036e-12	UP
CGGC5_2617	-3.48089976381945	6.18352951135708e-12	DOWN
CGGC5_4028	2.10900465299362	6.36978262441209e-12	UP
CGGC5_13453	-2.36762166085669	7.20949886259799e-12	DOWN
CGGC5_7899	1.4427092161007	8.03322126161214e-12	NOT
CGGC5_1145	5.05042965243657	8.39903110729868e-12	UP
CGGC5_7512	12.3477883739124	8.62358973456592e-12	UP
CGGC5_8232	5.26741615506655	8.76611981788779e-12	UP
CGGC5_7643	3.20262606661035	9.41960216227338e-12	UP
CGGC5_8045	9.80278788212697	1.02466409979622e-11	UP
CGGC5_2089	6.69318657600638	1.02852496276089e-11	UP
CGGC5_6209	-6.27980703450593	1.10516045529573e-11	DOWN
CGGC5_6043	-4.35379767627045	1.11503125172586e-11	DOWN
CGGC5_15397	-2.57343109622558	1.15367589124141e-11	DOWN
CGGC5_14939	9.88752907831101	1.53252651446702e-11	UP
CGGC5_11745	1.78854066251613	1.5633074407765e-11	NOT
CGGC5_1692	4.75279798773276	1.56983878923952e-11	UP
CGGC5_474	-6.1134847652979	1.6300704346762e-11	DOWN
CGGC5_10042	5.26026502407365	1.64960081603883e-11	UP
CGGC5_1366	-2.39212079294112	1.74191862098898e-11	DOWN
CGGC5_14453	9.33279117172691	1.76459564623635e-11	UP
CGGC5_3245	4.02789238259134	1.83342452618982e-11	UP
CGGC5_5835	-3.3238213314653	1.92854272129526e-11	DOWN
CGGC5_13054	-2.06786578032648	1.93793837668742e-11	DOWN
CGGC5_12282	-4.27077377868955	1.94337273170889e-11	DOWN
CGGC5_13227	3.90235738222525	2.05796086263889e-11	UP
CGGC5_10154	5.37689842890524	2.08106751728903e-11	UP
CGGC5_4734	3.33406240247624	2.24332410031915e-11	UP
CGGC5_7927	-6.09617717668088	2.26822228334247e-11	DOWN
CGGC5_7791	9.02329537951103	2.51770502164317e-11	UP
CGGC5_11902	2.25642882340604	2.55204954519957e-11	UP
CGGC5_8237	5.43865709657729	2.62291325923496e-11	UP
CGGC5_5644	3.17255711320965	2.76513392449695e-11	UP
CGGC5_4638	6.72100074420347	2.9894873523683e-11	UP
CGGC5_88	11.8268841669604	3.05933761180252e-11	UP
CGGC5_11588	6.54885922570627	3.38478061101369e-11	UP
CGGC5_13725	-2.46648118026652	3.41406685174312e-11	DOWN
CGGC5_3774	2.45748852991385	3.77605218762839e-11	UP
CGGC5_8476	9.4707038362	4.37446363491765e-11	UP
CGGC5_12730	4.62262526021105	4.7852168214641e-11	UP
CGGC5_8596	3.51918218861874	5.22832906941318e-11	UP
CGGC5_11081	3.95200233211667	5.42546343898034e-11	UP
CGGC5_13922	3.17604670242954	6.27826718584044e-11	UP
CGGC5_4355	11.6643279980321	7.0645910587292e-11	UP
CGGC5_10034	3.95724073875573	7.93394234757359e-11	UP
CGGC5_9825	4.12827176468992	8.4108314424037e-11	UP
CGGC5_7037	5.60607571763199	8.94338925920785e-11	UP
CGGC5_14783	7.44162715458851	1.02916830128241e-10	UP
CGGC5_11286	4.79087662658263	1.03848070592124e-10	UP
CGGC5_5460	-3.57922286225153	1.077156114176e-10	DOWN
CGGC5_7506	12.0806988183525	1.18130266117097e-10	UP
CGGC5_5540	1.31708221653665	1.23037932514458e-10	NOT
CGGC5_4042	4.04925210653239	1.30662757348346e-10	UP
CGGC5_12496	4.52620818435265	1.35470941484867e-10	UP
CGGC5_13074	8.45414067402052	1.39071067954389e-10	UP
CGGC5_898	7.83652763340405	1.39071067954389e-10	UP
CGGC5_10285	5.08870368959199	1.46269204866526e-10	UP
CGGC5_5073	8.2430077603331	1.46269204866526e-10	UP
CGGC5_7083	3.85199754283482	1.50621763251932e-10	UP
CGGC5_8361	-4.57529127420534	1.53025455260263e-10	DOWN
CGGC5_1714	4.38083928928852	1.61052671654007e-10	UP
CGGC5_4422	10.3889535567142	1.71250165916665e-10	UP
CGGC5_851	-3.54531993163726	1.84628296515496e-10	DOWN
CGGC5_3881	5.58880414075829	1.84992807577855e-10	UP
CGGC5_12178	2.27319874805771	1.91272940456916e-10	UP
CGGC5_6421	-2.19824990981832	2.04955403643226e-10	DOWN
CGGC5_10100	2.76462040144792	2.15356321014571e-10	UP
CGGC5_12725	5.08272465760162	2.39354555900294e-10	UP
CGGC5_12948	-1.62839032795015	2.41594831081114e-10	NOT
CGGC5_683	4.08992278256067	2.62274526665358e-10	UP
CGGC5_8216	3.94881112506428	2.7061292817591e-10	UP
CGGC5_7112	-2.06080001772917	2.89440917004392e-10	DOWN
CGGC5_3131	2.76902629537261	2.90628377794527e-10	UP
CGGC5_8995	4.32800305803509	2.99251508739265e-10	UP
CGGC5_14944	9.90038527479724	3.08609553105189e-10	UP
CGGC5_3291	2.21059339909522	3.08970735598221e-10	UP
CGGC5_8595	4.00687106388429	3.11560984906736e-10	UP
CGGC5_12628	4.07644773454099	3.12810313111114e-10	UP
CGGC5_1470	6.73090393336624	3.14312881248785e-10	UP
CGGC5_11807	5.53837660605626	3.18453405825632e-10	UP
CGGC5_7049	-2.58999201325499	3.30792801871979e-10	DOWN
CGGC5_8919	4.88715257551119	3.35037065304351e-10	UP
CGGC5_477	8.42996582205855	3.60641822615601e-10	UP
CGGC5_1657	-2.43452282788243	3.66681099735629e-10	DOWN
CGGC5_6580	1.52979881941443	4.21315457924378e-10	NOT
CGGC5_8759	11.3209306120766	4.21315457924378e-10	UP
CGGC5_4350	-2.87483313980644	4.2383614849597e-10	DOWN
CGGC5_13623	5.08479821339941	4.84528973873705e-10	UP
CGGC5_7324	7.60803893047585	4.99342414691735e-10	UP
CGGC5_9114	-2.15580818420202	5.87077291371758e-10	DOWN
CGGC5_887	11.5370049438192	6.3455996604465e-10	UP
CGGC5_2654	5.8415935268782	7.19799647552915e-10	UP
CGGC5_10678	-3.86442308691365	7.20126525482685e-10	DOWN
CGGC5_1938	-3.9457068443036	7.30880176841608e-10	DOWN
CGGC5_1656	3.67986567817708	7.48956831687698e-10	UP
CGGC5_674	2.33725537066894	7.54388138779319e-10	UP
CGGC5_6858	7.99021556954457	7.67748670706775e-10	UP
CGGC5_12826	2.83494274405773	7.8940246211185e-10	UP
CGGC5_14981	2.14067682236141	8.03761598142408e-10	UP
CGGC5_6613	9.71340576877598	8.65410557346994e-10	UP
CGGC5_1467	4.58380776284737	8.89911144017021e-10	UP
CGGC5_12823	7.99623380915933	9.20465277820425e-10	UP
CGGC5_12028	1.2983804858494	9.64453738954058e-10	NOT
CGGC5_6146	-6.80918725754434	1.00575827497445e-09	DOWN
CGGC5_1751	-3.24419598965226	1.01779876142907e-09	DOWN
CGGC5_3097	6.17685943508001	1.03483569118502e-09	UP
CGGC5_1031	4.18423166101425	1.1561488319165e-09	UP
CGGC5_1468	3.79708895971106	1.1561488319165e-09	UP
CGGC5_14204	3.39178203689879	1.16002150239964e-09	UP
CGGC5_8708	7.4886738175569	1.19781096263581e-09	UP
CGGC5_11403	-4.99459548757636	1.2167011964902e-09	DOWN
CGGC5_11967	2.41561237731129	1.34141514379962e-09	UP
CGGC5_7628	12.7774893791447	1.34429538850057e-09	UP
CGGC5_83	9.03157249867519	1.35282938636224e-09	UP
CGGC5_10429	4.40400206453776	1.38952406360981e-09	UP
CGGC5_2716	3.2386159460676	1.55484469463901e-09	UP
CGGC5_7404	-1.79312906423464	1.57415910884744e-09	NOT
CGGC5_7474	5.03154854172922	1.72172784524335e-09	UP
CGGC5_12301	2.88292248906383	1.81593433314394e-09	UP
CGGC5_14454	10.6451301856114	1.82468449396998e-09	UP
CGGC5_9363	5.560406534538	1.87675838892986e-09	UP
CGGC5_9660	8.14858479564812	1.96693905731954e-09	UP
CGGC5_4033	6.6850369838917	1.98826903590059e-09	UP
CGGC5_4298	3.73067379426263	2.03516054959771e-09	UP
CGGC5_14398	6.83080415401249	2.19366174043498e-09	UP
CGGC5_7922	4.48386852642249	2.23848053677732e-09	UP
CGGC5_6752	3.49363414866286	2.28176736583766e-09	UP
