	log2FoldChange	padj	significance
CGGC5_7779	-1.14832131627869	0.0226900486276727	NOT
CGGC5_636	-3.41388383163116	0.0227188491484855	DOWN
CGGC5_15311	3.41468431820167	0.0227374768337145	UP
CGGC5_6974	-3.52577695171646	0.0228081580117347	DOWN
CGGC5_2940	-3.40942372786976	0.0228081580117347	DOWN
CGGC5_13605	-3.41633750183602	0.022827065263018	DOWN
CGGC5_13915	2.66187514645588	0.0229166656739919	UP
CGGC5_4427	3.37999871939985	0.0229951240304524	UP
CGGC5_9934	-1.02397194137106	0.0229951240304524	NOT
CGGC5_6962	1.73492763102976	0.0230124090477319	NOT
CGGC5_13511	0.778115326714107	0.0230767799182285	NOT
CGGC5_7427	-1.3896929979073	0.0231771330585879	NOT
CGGC5_3835	-1.41151940938692	0.0231967692259504	NOT
CGGC5_1825	-2.68518318912562	0.023308764838711	DOWN
CGGC5_1432	2.86031709705057	0.0233288564037116	UP
CGGC5_2108	1.48960154974529	0.0233861555219313	NOT
CGGC5_3866	2.10390996609583	0.0233861555219313	UP
CGGC5_8351	-1.33764377483944	0.0233861555219313	NOT
CGGC5_4880	2.21878937298764	0.0234869421924954	UP
CGGC5_13300	-1.59670667396341	0.0234869421924954	NOT
CGGC5_7952	3.59621694442156	0.0234994903696011	UP
CGGC5_11147	-1.07315500422039	0.023539073015787	NOT
CGGC5_12438	-3.4410404394025	0.0235683169196109	DOWN
CGGC5_10404	-3.24317671288775	0.0235803290617253	DOWN
CGGC5_22	-1.38883288684312	0.0236116579937204	NOT
CGGC5_9430	-1.01667232610373	0.0236116579937204	NOT
CGGC5_9383	2.67792610116623	0.0236116579937204	UP
CGGC5_8020	-3.86787097465202	0.0236794728545359	DOWN
CGGC5_13434	-3.39224026172915	0.0237190592409308	DOWN
CGGC5_6280	3.07430587364897	0.0237360605997314	UP
CGGC5_3055	-1.96932579508924	0.0237589675945514	NOT
CGGC5_2051	0.906773491542124	0.0237589675945514	NOT
CGGC5_8201	-1.10941969144901	0.0237776550736426	NOT
CGGC5_6275	-3.53404915990463	0.0238358368236399	DOWN
CGGC5_12126	1.65317290137615	0.0238617576251747	NOT
CGGC5_14758	-1.03840389062506	0.023942935629512	NOT
CGGC5_5997	-1.71519930750021	0.0240196240165673	NOT
CGGC5_5084	3.3726792706968	0.024111996909455	UP
CGGC5_8377	-1.38786869066873	0.0242233278435295	NOT
CGGC5_6501	1.88908225617947	0.0242335646613038	NOT
CGGC5_10085	-1.4547445564213	0.0242786882688732	NOT
CGGC5_5487	-1.13165927117092	0.0242786882688732	NOT
CGGC5_1003	1.59706795788914	0.0242786882688732	NOT
CGGC5_13438	-3.39294597782887	0.0243095884387409	DOWN
CGGC5_10343	-2.01503106270284	0.024323216125033	DOWN
CGGC5_1072	-1.58419165654859	0.0244828330168697	NOT
CGGC5_9210	2.35743011767324	0.0244838044588054	UP
CGGC5_9796	6.47291805254025	0.0245088612086301	UP
CGGC5_10380	1.72693003661578	0.0245163724293799	NOT
CGGC5_1971	-3.36737677010736	0.0246076386297413	DOWN
CGGC5_8609	-3.3574008697464	0.0246076386297413	DOWN
CGGC5_9483	-1.20337548752571	0.0246172648597587	NOT
CGGC5_12248	-2.24567583195521	0.0246228190944349	DOWN
CGGC5_2148	-1.47292668542654	0.0246750349611089	NOT
CGGC5_3688	1.12864469796665	0.0247005279253038	NOT
CGGC5_6479	-3.3300197794915	0.0247376753989047	DOWN
CGGC5_12771	1.94809893461318	0.0247376753989047	NOT
CGGC5_5301	-1.96517633296661	0.0248064581203279	NOT
CGGC5_762	-3.31587256299027	0.0248595320486588	DOWN
CGGC5_8560	1.46097133478389	0.0248627406165872	NOT
CGGC5_3321	1.89176547786451	0.0249449238547833	NOT
CGGC5_10733	-1.98740795873431	0.0250104260790407	NOT
CGGC5_7376	-3.38895168965093	0.0250569271641709	DOWN
CGGC5_4041	3.41724598161271	0.0250634744968088	UP
CGGC5_2534	1.72451791993161	0.0251008585530456	NOT
CGGC5_9697	2.81956101580743	0.0251046972474386	UP
CGGC5_15434	1.0581033844384	0.0251345170200211	NOT
CGGC5_11413	3.26735715029526	0.0251783574009296	UP
CGGC5_5626	1.23689368194821	0.0251783669062213	NOT
CGGC5_11703	0.941223318878043	0.0251783669062213	NOT
CGGC5_2542	-3.35667454735358	0.0251783669062213	DOWN
CGGC5_14915	-1.57770858759506	0.0253123657793315	NOT
CGGC5_5382	-1.64195035137011	0.0254423345010901	NOT
CGGC5_12996	-1.9029271779109	0.0254863978197576	NOT
CGGC5_6080	1.23018121155251	0.0255168343767808	NOT
CGGC5_9960	-3.30411271357989	0.0255185521265571	DOWN
CGGC5_8410	-2.04308915768061	0.0255244612092122	DOWN
CGGC5_1761	-3.44313761912494	0.0255244612092122	DOWN
CGGC5_1963	3.05098352193481	0.0255244612092122	UP
CGGC5_14783	4.13931586935495	0.0255244612092122	UP
CGGC5_1804	3.40183017973143	0.0255508111938647	UP
CGGC5_15426	2.1089411724021	0.0256370452686351	UP
CGGC5_10949	1.91223812963203	0.0257176474012725	NOT
CGGC5_9098	1.84407186726829	0.0257558784810408	NOT
CGGC5_4027	-2.51164959203482	0.0257558784810408	DOWN
CGGC5_13099	-1.23615449060797	0.0257558784810408	NOT
CGGC5_65	1.33333941603009	0.0258067261444716	NOT
CGGC5_8304	4.177431358812	0.0258308010206841	UP
CGGC5_5077	2.7053063389905	0.0259188967175612	UP
CGGC5_11516	0.916364296868583	0.0259275566024951	NOT
CGGC5_3444	-2.99266437078897	0.0259275566024951	DOWN
CGGC5_2737	3.76574615383817	0.0259989500138573	UP
CGGC5_12245	2.06488816666508	0.0260237473659674	UP
CGGC5_2135	-2.99974093788889	0.0260291756530145	DOWN
CGGC5_13846	-1.78878536025079	0.0260371013546578	NOT
CGGC5_6380	-2.558416745531	0.0260702233834788	DOWN
CGGC5_2587	-1.11596531814275	0.026155479201873	NOT
CGGC5_3123	-2.09223775751832	0.0261763704671219	DOWN
CGGC5_790	-1.17616739494587	0.0261763704671219	NOT
CGGC5_13487	-1.79719711104559	0.0261763704671219	NOT
CGGC5_10056	-3.41499358725402	0.0263485267583509	DOWN
CGGC5_4281	1.85047922731855	0.0264152937504451	NOT
CGGC5_4248	4.02445230508875	0.0264645385239309	UP
CGGC5_10030	1.59758133515741	0.0265130866768186	NOT
CGGC5_6192	2.58969078399131	0.0266327715235127	UP
CGGC5_11148	-2.06544414585405	0.0266448454454784	DOWN
CGGC5_9233	1.51419625969587	0.0267341789504939	NOT
CGGC5_9530	-2.60105123419044	0.0267541861899409	DOWN
CGGC5_726	-2.62711976293866	0.0269273908978228	DOWN
CGGC5_2956	-0.872294248026321	0.0269567550143395	NOT
CGGC5_14993	-1.2952955512446	0.0270013935739368	NOT
CGGC5_5600	-2.06316772131579	0.0270480871012715	DOWN
CGGC5_10109	-2.99138421797459	0.0270560676469904	DOWN
CGGC5_10541	-2.97012413180735	0.0271099848208765	DOWN
CGGC5_8421	-2.16163056781383	0.0272193117999311	DOWN
CGGC5_10930	0.642945500213026	0.0272193117999311	NOT
CGGC5_14353	-3.01744932642087	0.0272204796991008	DOWN
CGGC5_4007	-1.78205837915404	0.0272508361726967	NOT
CGGC5_13156	-1.28894409673714	0.0272508361726967	NOT
CGGC5_1314	-1.96260480427817	0.0272800145937452	NOT
CGGC5_11461	2.93883780809766	0.0273618418547307	UP
CGGC5_10230	-3.02339726206062	0.0273766380515738	DOWN
CGGC5_2577	-1.49407337904085	0.0275019857805454	NOT
CGGC5_8652	1.09715502134312	0.0276672946192419	NOT
CGGC5_6211	2.54026442663707	0.0277149978124359	UP
CGGC5_3876	-2.47185215862181	0.0277424045642783	DOWN
CGGC5_9764	1.86801026269218	0.0277969984439633	NOT
CGGC5_9181	-1.51017651919257	0.0277969984439633	NOT
CGGC5_9773	-3.31472739293912	0.0278916920062873	DOWN
CGGC5_5646	3.20662049895702	0.0279505186743713	UP
CGGC5_2405	-1.08385493703096	0.0280176671179945	NOT
CGGC5_6988	-3.01396724405261	0.028062607471868	DOWN
CGGC5_2868	-2.16213680162513	0.0281277951801378	DOWN
CGGC5_1829	3.4053644960678	0.0281277951801378	UP
CGGC5_2685	-3.2668902572643	0.0281306660414327	DOWN
CGGC5_4040	-1.17721528050393	0.0281306660414327	NOT
CGGC5_14170	-3.28289056488186	0.0282283754896296	DOWN
CGGC5_896	-2.09039376395907	0.0282460848082193	DOWN
CGGC5_3478	-3.2663089927763	0.0282896627097148	DOWN
CGGC5_10839	-3.27171381645663	0.0283156267608802	DOWN
CGGC5_6066	-1.06369923147237	0.0283789923387513	NOT
CGGC5_13291	-1.31765000126357	0.0284058012702212	NOT
CGGC5_6569	-3.28116562078456	0.0284168092138831	DOWN
CGGC5_6669	-1.76167512720253	0.0284204092503399	NOT
CGGC5_12583	-1.85691855869068	0.0284204092503399	NOT
CGGC5_6081	-1.43307407718754	0.0284269519253661	NOT
CGGC5_847	-2.48657624252442	0.0284315938250293	DOWN
CGGC5_12817	3.00864669844612	0.0284609408627705	UP
CGGC5_6017	2.00860459804622	0.0285083241661694	UP
CGGC5_4961	-1.0485642729211	0.0285967703709929	NOT
CGGC5_9527	-2.1799770683785	0.0286328143782964	DOWN
CGGC5_13617	-2.02460116030439	0.0287032287315776	DOWN
CGGC5_13225	-1.39484916849779	0.0287032287315776	NOT
CGGC5_1850	-1.17895856203958	0.0287032287315776	NOT
CGGC5_10076	-1.43053455328862	0.0287032287315776	NOT
CGGC5_3737	-1.19244973862623	0.0288959275302341	NOT
CGGC5_3405	-2.04626543748373	0.0289111831544043	DOWN
CGGC5_6169	-2.77391557546129	0.0289111831544043	DOWN
CGGC5_1079	-1.07216846319917	0.0289208843079615	NOT
CGGC5_556	1.10893531784037	0.0289208843079615	NOT
CGGC5_7251	1.74116390643956	0.0289497533522813	NOT
CGGC5_8752	-1.42635633156715	0.0289633366347936	NOT
CGGC5_8740	-3.25141226121742	0.0290052983065739	DOWN
CGGC5_2199	1.24288936837248	0.0290737918521822	NOT
CGGC5_4686	-1.29396784862055	0.0290896862632602	NOT
CGGC5_34	2.76900985978722	0.0291486931515954	UP
CGGC5_4997	-1.61887829662943	0.0291486931515954	NOT
CGGC5_559	-2.472226758927	0.0291847136919219	DOWN
CGGC5_2175	2.72089610973223	0.0294859802661727	UP
CGGC5_11052	-3.34616122342392	0.0294859802661727	DOWN
CGGC5_872	-1.60023100249851	0.0295110793317543	NOT
CGGC5_1470	3.80819818773196	0.0295142669628781	UP
CGGC5_683	2.21696007619878	0.0295862143485778	UP
CGGC5_15205	-3.35874161500524	0.0296701397597567	DOWN
CGGC5_14520	-3.35917947684714	0.0296839580073501	DOWN
CGGC5_5420	-1.63704007729699	0.0297223871542402	NOT
CGGC5_2061	-1.82166052404385	0.0297322121110882	NOT
CGGC5_6688	-1.47316900126046	0.0297636810169466	NOT
CGGC5_4984	-1.28557328602467	0.0299487288064676	NOT
CGGC5_9004	3.46241370258222	0.0299935214566007	UP
CGGC5_9595	-3.21787867618787	0.0300516363462751	DOWN
CGGC5_1225	-3.33416609246384	0.0300516363462751	DOWN
CGGC5_9490	1.79814826472322	0.0302280663131078	NOT
CGGC5_8575	-1.28970872683992	0.0302820419470737	NOT
CGGC5_5269	-1.92512596133038	0.0303318771238088	NOT
CGGC5_12344	-2.9988766521842	0.0303695622427879	DOWN
CGGC5_13504	-3.2242875512579	0.0303695622427879	DOWN
CGGC5_1854	-1.18741732044904	0.0304009095208859	NOT
CGGC5_7559	-2.44009924353535	0.0304263788946264	DOWN
CGGC5_1030	-2.33401563827845	0.0304975910035565	DOWN
CGGC5_12644	-3.30438915445193	0.0304975910035565	DOWN
CGGC5_13321	-2.93126167997797	0.0304975910035565	DOWN
CGGC5_2250	-1.20121500597889	0.0306911725472798	NOT
CGGC5_8415	-1.0803537662776	0.030695286088517	NOT
CGGC5_4224	2.02757950896369	0.030725234194519	UP
CGGC5_10911	2.04224187121133	0.0307759129461701	UP
CGGC5_8957	-1.62448176765747	0.0307788552146646	NOT
CGGC5_13774	-2.24702496202239	0.0307788552146646	DOWN
CGGC5_1545	-3.22763137040648	0.0308125204362204	DOWN
CGGC5_2836	-1.63245796923338	0.0308440233694932	NOT
CGGC5_7683	-3.01535740467778	0.0308531985684244	DOWN
CGGC5_13017	-3.27638774156111	0.030854617266608	DOWN
CGGC5_12691	-2.00007152400584	0.0309096095508231	DOWN
CGGC5_9870	2.46510633542801	0.0309112648775624	UP
CGGC5_137	-2.13768226613531	0.0310375474319879	DOWN
CGGC5_1235	1.17544450413998	0.0310711955598462	NOT
CGGC5_9444	-2.15643281530158	0.0311460514922589	DOWN
CGGC5_7747	-1.41305901478385	0.0311460514922589	NOT
CGGC5_9757	0.911947904626586	0.0311460514922589	NOT
CGGC5_4485	3.32950746687288	0.0312082678504977	UP
CGGC5_10234	1.08948880463656	0.0312521560256169	NOT
CGGC5_6820	-3.17654538453573	0.0313042704257169	DOWN
CGGC5_11154	-1.79173567754956	0.0314312610392691	NOT
CGGC5_392	-1.41960152885009	0.0314594488162349	NOT
CGGC5_12386	1.87681482999883	0.0315239764945163	NOT
CGGC5_6614	2.85965015525337	0.0315311506938703	UP
CGGC5_15463	-0.79285130881114	0.0315311506938703	NOT
CGGC5_7257	-2.17233923312831	0.0315464163445772	DOWN
CGGC5_8319	2.03310908041936	0.0315698407566713	UP
CGGC5_9581	-1.43215193778976	0.0315698407566713	NOT
CGGC5_12979	-1.50390104134145	0.0315698407566713	NOT
CGGC5_12238	-1.87760367402633	0.0316929324397208	NOT
CGGC5_8838	-2.50203499748627	0.031697451340139	DOWN
CGGC5_9968	1.89991009765574	0.0317520097776146	NOT
CGGC5_3721	2.66683370752397	0.0317827136170311	UP
CGGC5_14899	1.77029654085479	0.0318186196102571	NOT
CGGC5_3082	-1.80024261831975	0.0318817747293074	NOT
CGGC5_13636	3.88217117045457	0.0319638636170804	UP
CGGC5_6671	-2.53219846642467	0.0319676220024875	DOWN
CGGC5_13960	-1.89172637323365	0.0319676220024875	NOT
CGGC5_4179	2.02334019121064	0.0320011834058307	UP
CGGC5_8226	-3.31845781873123	0.0320472007361635	DOWN
CGGC5_6284	2.31277234736315	0.0320472007361635	UP
CGGC5_15257	-0.968198499089115	0.0320483020713841	NOT
CGGC5_4954	3.13730955229274	0.0321432128088909	UP
CGGC5_3469	2.40609567415031	0.0321432128088909	UP
CGGC5_507	2.81926338343249	0.0322277810508027	UP
CGGC5_11041	0.820551355551208	0.0323463255937306	NOT
CGGC5_536	2.17566981604981	0.032355158759457	UP
CGGC5_2229	1.17645263864587	0.032355158759457	NOT
CGGC5_3728	-1.0084930808671	0.0324040590046704	NOT
CGGC5_1773	-4.95124040139349	0.0324206235347895	DOWN
CGGC5_7401	-3.20066880019612	0.0324206235347895	DOWN
CGGC5_6188	-1.25521355096882	0.0324351627532174	NOT
CGGC5_14769	-1.8225494599706	0.0325838481076684	NOT
CGGC5_13199	-3.23437834602293	0.0325968037263684	DOWN
CGGC5_2803	3.63685710432891	0.0326303635759475	UP
CGGC5_4089	-3.17914752056528	0.0326888355154559	DOWN
CGGC5_6101	-1.75301936642512	0.0327492348417161	NOT
CGGC5_342	-1.056622825211	0.0329151923438213	NOT
CGGC5_13635	1.80710652911854	0.0329151923438213	NOT
CGGC5_1046	-2.86634541175975	0.0329151923438213	DOWN
CGGC5_11077	-1.91851065135235	0.0329151923438213	NOT
CGGC5_4799	2.37565988264179	0.0329151923438213	UP
CGGC5_9	1.35589834345404	0.0329576226255618	NOT
CGGC5_9465	-2.46975783968091	0.0329892351292887	DOWN
CGGC5_12454	-1.28035996350354	0.0329934140274581	NOT
CGGC5_11087	1.2267484422462	0.0330870867577828	NOT
CGGC5_12778	-1.0651550522228	0.0331604352803962	NOT
CGGC5_7981	0.807992335880308	0.0331646375028264	NOT
CGGC5_14982	-1.91101922087016	0.0331963599048194	NOT
CGGC5_11529	-1.57217248595314	0.0331977395182762	NOT
CGGC5_10628	1.50701924821423	0.033246257566733	NOT
CGGC5_15207	-3.37117459226313	0.0332537814243353	DOWN
CGGC5_12015	1.93398444729013	0.0333808665206981	NOT
CGGC5_14471	3.02221462983362	0.0334539605753239	UP
CGGC5_9368	0.990829146897642	0.033495163830153	NOT
CGGC5_14763	-3.24356600588173	0.0335294743592539	DOWN
CGGC5_124	-1.24716893429652	0.033641267602158	NOT
CGGC5_2761	2.87149741347715	0.033641267602158	UP
CGGC5_8974	2.78733419917518	0.0337241736309344	UP
CGGC5_7021	-2.13263186881724	0.0337241736309344	DOWN
CGGC5_10879	-3.17051961096092	0.0337390825832451	DOWN
CGGC5_13322	-2.44750333552466	0.0337390825832451	DOWN
CGGC5_15178	-3.18544390332946	0.0337390825832451	DOWN
CGGC5_6091	-2.43728148265321	0.0337462550996597	DOWN
CGGC5_5221	-1.42111522093305	0.0337471663561971	NOT
CGGC5_619	-3.35926588637902	0.0338031367929086	DOWN
CGGC5_7982	-1.39777093519528	0.0338781295959682	NOT
CGGC5_10668	1.77806168843437	0.0339789800085686	NOT
CGGC5_15215	2.96655944943573	0.0340085091351165	UP
CGGC5_654	1.04280393725678	0.0340297138771777	NOT
CGGC5_9704	3.27095805043886	0.0340352494682587	UP
CGGC5_12303	-1.35067044997665	0.0340786179755738	NOT
CGGC5_1637	-1.29812205624552	0.0340889264659111	NOT
CGGC5_656	2.72547673386406	0.0340889264659111	UP
CGGC5_2933	-1.41276398087342	0.0340889264659111	NOT
CGGC5_13930	3.45932336063844	0.034550818899678	UP
CGGC5_4846	-1.37543643590451	0.0348273559082589	NOT
CGGC5_11552	-1.72933802435564	0.0349012216750338	NOT
CGGC5_2872	-2.38651436114915	0.0349012216750338	DOWN
CGGC5_8563	0.680889087219759	0.034959868317405	NOT
CGGC5_7612	-3.19164478260083	0.0350001295830257	DOWN
CGGC5_805	-1.26825363419135	0.0350001295830257	NOT
CGGC5_4770	1.22431534837182	0.0350001295830257	NOT
CGGC5_14206	2.47936575332622	0.0350001295830257	UP
CGGC5_9936	1.97320867895085	0.0350001295830257	NOT
CGGC5_11962	1.10380802498185	0.0350998895056651	NOT
CGGC5_12614	-2.41178864200446	0.0351013560847651	DOWN
CGGC5_12995	2.1219372612271	0.0353172738366433	UP
CGGC5_6685	-2.41069678348963	0.0353531197288575	DOWN
CGGC5_14545	-2.09628098003425	0.0353781536443689	DOWN
CGGC5_12404	1.52663386345383	0.0353781536443689	NOT
CGGC5_14067	-2.10143710530208	0.0356220332753742	DOWN
CGGC5_5241	0.8580595982001	0.0356351147785074	NOT
CGGC5_4712	0.959401582333123	0.0356442337037616	NOT
CGGC5_3320	-2.38858744840035	0.0356442337037616	DOWN
CGGC5_12809	-1.56694002617334	0.0356442337037616	NOT
CGGC5_456	1.39159692780373	0.0356731946274015	NOT
CGGC5_13018	-2.84707439169651	0.0357603980413075	DOWN
CGGC5_2024	-1.30695005449948	0.0358302632169755	NOT
CGGC5_6885	-3.20577154917626	0.0358965504134331	DOWN
CGGC5_7863	-2.854519212963	0.0359848353396198	DOWN
CGGC5_9775	3.39310827940417	0.0360159019480746	UP
CGGC5_9783	-2.2983473678956	0.0360984947866204	DOWN
CGGC5_2513	1.02127779271127	0.036102558402969	NOT
CGGC5_963	2.12239417276623	0.036102558402969	UP
CGGC5_7986	3.1852215739746	0.036102558402969	UP
CGGC5_9991	-1.73845491876544	0.0365570669164158	NOT
CGGC5_3673	-1.0041244732159	0.0366439882420515	NOT
CGGC5_13426	0.929392001137808	0.0367464933162064	NOT
CGGC5_8307	-3.16053497558302	0.0367576144568396	DOWN
CGGC5_171	-1.82393930481597	0.0367576144568396	NOT
CGGC5_6102	-3.45941373006982	0.036779385326216	DOWN
CGGC5_6208	-1.5631002032365	0.0372389822894268	NOT
CGGC5_6585	-1.28851356064455	0.0372910044725703	NOT
CGGC5_8815	-2.82717246684703	0.0372958436934177	DOWN
CGGC5_5594	2.91832349513326	0.0374323181091909	UP
CGGC5_367	2.11270008685278	0.0374766045986163	UP
CGGC5_858	-2.09889106838997	0.037547432518761	DOWN
CGGC5_14870	-3.11620400937349	0.037547432518761	DOWN
CGGC5_796	-1.04356385446227	0.0378526255945453	NOT
CGGC5_1701	-1.48977929848734	0.0378526255945453	NOT
CGGC5_3491	-0.982460601706657	0.0378674142723275	NOT
CGGC5_12456	-0.985128910520549	0.0379450081779082	NOT
CGGC5_12668	3.59388866581768	0.0379574894624877	UP
CGGC5_797	-1.56077005755438	0.0380125813929433	NOT
ENSRNA049500784	2.20378597495792	0.0380125813929433	UP
CGGC5_3428	-2.55698442684685	0.0380693424521766	DOWN
CGGC5_6185	-2.06694166927462	0.038110843785196	DOWN
CGGC5_5495	1.46451867200351	0.0382070485933019	NOT
CGGC5_7212	0.726342930811101	0.0382070485933019	NOT
CGGC5_4737	3.56246069195467	0.0382634671284983	UP
CGGC5_11346	1.47420236567869	0.0383894179881518	NOT
CGGC5_2595	-2.09597671040831	0.0384773376354317	DOWN
CGGC5_11876	-1.84680277688454	0.0387986316195269	NOT
CGGC5_3310	-2.0594374876371	0.0389263853613537	DOWN
CGGC5_75	2.73633218526413	0.0389332223373378	UP
CGGC5_8872	-3.75621144278214	0.0389581994226487	DOWN
CGGC5_1083	-1.7143192145066	0.039005077309375	NOT
CGGC5_2579	-0.955772076710112	0.0391536932985383	NOT
CGGC5_2187	-2.45820748153218	0.0392980377649704	DOWN
CGGC5_5147	-1.04025832701671	0.0394402621035008	NOT
CGGC5_13508	-1.17464049870802	0.0395006539570713	NOT
CGGC5_8478	-1.61013745969684	0.0395021596923111	NOT
CGGC5_817	-1.46436574423546	0.0395315565781304	NOT
CGGC5_9134	-1.60234670238349	0.0395994887107677	NOT
CGGC5_5698	-2.35498740831475	0.0396292790490112	DOWN
CGGC5_13679	1.41742090569287	0.0396292790490112	NOT
CGGC5_23	-3.16331070210778	0.0396502232647572	DOWN
CGGC5_13417	2.32821102879833	0.0396502232647572	UP
CGGC5_10400	-1.61711748179501	0.0396804883196662	NOT
CGGC5_4019	-2.83917833487132	0.0397222053594581	DOWN
CGGC5_7177	1.47738910452162	0.0397794616628329	NOT
CGGC5_10468	-1.68478311363025	0.0397986166604384	NOT
CGGC5_5222	-2.14581280977722	0.0398446121737873	DOWN
CGGC5_8175	1.27960082101707	0.0398446121737873	NOT
CGGC5_5953	-1.70626026292096	0.0400666585262401	NOT
CGGC5_4366	-2.03814184908825	0.0401188499151233	DOWN
CGGC5_1401	1.8843017484445	0.0401538011390258	NOT
CGGC5_8400	-3.31890377393131	0.0401729632912577	DOWN
CGGC5_13260	-0.969633400274324	0.0401729632912577	NOT
CGGC5_10850	-3.12900810312349	0.0402058531120032	DOWN
CGGC5_12858	-3.1155225851267	0.0402423543244304	DOWN
CGGC5_421	-3.13111982688799	0.040254752504698	DOWN
CGGC5_5248	2.14039237014844	0.0403150583643482	UP
CGGC5_12710	-1.43307380240246	0.0405139311130893	NOT
CGGC5_13742	1.50318775956591	0.0405652994815624	NOT
CGGC5_11195	2.50205297993592	0.0407396200682104	UP
CGGC5_1478	1.84582249865628	0.0408163561523889	NOT
CGGC5_6440	2.16842364104836	0.0409902144249055	UP
CGGC5_14200	3.32065617522781	0.0410625305373178	UP
CGGC5_7829	-1.68726200998539	0.0410973742019848	NOT
CGGC5_3236	1.42908347989767	0.0410973742019848	NOT
CGGC5_13804	-1.66821843837332	0.0410973742019848	NOT
CGGC5_14874	-0.983608855115388	0.0411075016210516	NOT
CGGC5_1376	-2.34995139110353	0.041174545815237	DOWN
CGGC5_11167	-1.6587236209672	0.0412291116829928	NOT
CGGC5_3975	0.994513298432701	0.0412383144054332	NOT
CGGC5_13740	1.69400422362685	0.0412875662266891	NOT
CGGC5_2028	-0.790579528383601	0.0413713081664564	NOT
CGGC5_12592	-0.915700932944978	0.0414451304467849	NOT
CGGC5_15182	2.98981095374104	0.0415263281465939	UP
CGGC5_13189	-1.77341655966453	0.0416817903269979	NOT
CGGC5_15407	4.04423317926268	0.0417042828656386	UP
CGGC5_2021	-1.55982653631397	0.0417120801464304	NOT
CGGC5_11246	2.24698212829547	0.0417863458053632	UP
CGGC5_1045	-1.42581077380077	0.041823271989434	NOT
CGGC5_6391	2.46409229340301	0.0418467789863193	UP
CGGC5_12869	0.607119330750666	0.0418467789863193	NOT
CGGC5_558	-0.484783439804302	0.0419020963153942	NOT
CGGC5_1714	1.84565159922055	0.0419824943621691	NOT
CGGC5_11817	-3.0925804382522	0.042080297860926	DOWN
CGGC5_6725	-1.13943273881885	0.0422178992036329	NOT
CGGC5_7753	-2.40209044685346	0.0422664821117439	DOWN
CGGC5_2624	-2.90990321234691	0.0423485974320361	DOWN
CGGC5_2522	2.92891649987873	0.0423485974320361	UP
CGGC5_1475	-3.08895817260298	0.0425008074360507	DOWN
CGGC5_8350	-1.42418245142927	0.0426717103660491	NOT
CGGC5_3891	1.40687937139304	0.0426841825090086	NOT
CGGC5_11267	-0.555764331498103	0.0426841825090086	NOT
CGGC5_7394	-1.24817589856624	0.0427185829569025	NOT
CGGC5_8819	1.61309563300312	0.0427185829569025	NOT
CGGC5_7272	-3.2121135503699	0.0427185829569025	DOWN
CGGC5_1870	-1.46277100716047	0.0427383468626091	NOT
CGGC5_8824	-3.07053263672977	0.0428927415880485	DOWN
CGGC5_11441	-1.63841282069949	0.0429458761733665	NOT
CGGC5_7061	-1.55727527937547	0.0429869715088329	NOT
CGGC5_8282	-2.59446542605848	0.0432523422878015	DOWN
CGGC5_12008	-1.37202901822876	0.0432641776339643	NOT
CGGC5_11399	1.15089071647932	0.0432778999489843	NOT
CGGC5_160	-1.33029630872679	0.0432926562471441	NOT
CGGC5_3302	-1.68744062359844	0.0432926562471441	NOT
CGGC5_5923	-3.04939661666499	0.043360240509134	DOWN
CGGC5_15267	1.9365963891637	0.0433631583355239	NOT
CGGC5_8649	-4.35999482503862	0.0435210364149934	DOWN
CGGC5_13962	-2.01652533038554	0.0435210364149934	DOWN
CGGC5_3783	1.46832937114123	0.0436293870749734	NOT
CGGC5_9418	0.90989373109251	0.0437479517487002	NOT
CGGC5_6103	-2.42347147500749	0.0437479517487002	DOWN
CGGC5_141	1.7407053394736	0.0438680716908593	NOT
CGGC5_6150	1.89030980736677	0.0438680716908593	NOT
CGGC5_6488	1.20296418625653	0.0438870931425967	NOT
CGGC5_9197	2.0264754862442	0.0439519997126718	UP
CGGC5_5690	-1.25887706885081	0.0440361405954889	NOT
CGGC5_4587	-3.10940551584656	0.0440730785547071	DOWN
CGGC5_8530	3.04134235530149	0.0442316922486854	UP
CGGC5_15148	-0.620583751112302	0.0442344363812961	NOT
CGGC5_13064	-3.08043755110325	0.0443718205879121	DOWN
CGGC5_9760	-1.654654603724	0.044491655811052	NOT
CGGC5_6765	-0.846925369388362	0.0445657756107824	NOT
CGGC5_10539	-2.73572508633674	0.0446694882047704	DOWN
CGGC5_2690	-3.04806632497042	0.0447241673900198	DOWN
CGGC5_1281	-2.79799542428612	0.0447241673900198	DOWN
CGGC5_8527	1.17349062883413	0.0447255558744762	NOT
CGGC5_1685	2.11777686021243	0.0448742980666262	UP
CGGC5_6513	-2.41220854988748	0.0449155853011231	DOWN
CGGC5_1619	1.8639551229017	0.0449155853011231	NOT
CGGC5_4217	2.15027274379975	0.0452510660859505	UP
CGGC5_10217	-1.03244779895902	0.0454369557225652	NOT
CGGC5_8356	-1.83573191709435	0.0454665076919629	NOT
CGGC5_9675	-3.14459628138273	0.0454665076919629	DOWN
CGGC5_3060	1.97624895850051	0.0455992888681552	NOT
CGGC5_10219	-1.42031070698676	0.0455992888681552	NOT
CGGC5_1537	-1.65031524009557	0.0458725171656145	NOT
CGGC5_11140	1.72659073430808	0.0458725171656145	NOT
CGGC5_12401	-2.31281543991643	0.0459707390681693	DOWN
