	log2FoldChange	padj	significance
CGGC5_1304	4.0926706053527	4.19446981360009e-14	UP
CGGC5_10444	9.66247685794262	4.47219862162697e-14	UP
CGGC5_6043	-2.41674767879079	4.83421069145157e-14	DOWN
CGGC5_4691	7.1356861998674	5.04605199373903e-14	UP
CGGC5_9094	3.03585010661148	5.66996545022197e-14	UP
CGGC5_246	5.07258858526138	6.00506881270799e-14	UP
CGGC5_1779	5.76893562977829	6.35843387038344e-14	UP
CGGC5_2652	7.68386041072221	6.71402345816458e-14	UP
CGGC5_13528	8.27905620249841	7.71799885697964e-14	UP
CGGC5_8249	1.64607036801911	7.84639573496174e-14	NOT
CGGC5_10990	-3.21979579139597	8.56313070801542e-14	DOWN
CGGC5_13318	11.6179872167427	8.80857136270299e-14	UP
CGGC5_14095	7.37395062197413	1.19239235370688e-13	UP
CGGC5_7404	-2.92931855615444	1.32108551768382e-13	DOWN
CGGC5_12282	-2.13554321560782	1.36879788023627e-13	DOWN
CGGC5_8733	-2.15741721003673	1.63247047342681e-13	DOWN
CGGC5_7670	2.8986846493447	1.66550957649576e-13	UP
CGGC5_14681	6.43917324778707	1.86572538122873e-13	UP
CGGC5_2617	-2.94306596503485	1.86688627776267e-13	DOWN
CGGC5_6123	5.54658815351044	1.93621387122926e-13	UP
CGGC5_3431	10.4523961516088	2.07253269246342e-13	UP
CGGC5_8759	12.8789886659397	3.34103932130953e-13	UP
CGGC5_2656	7.15617034655042	3.503743136979e-13	UP
CGGC5_8053	-5.0200843927463	3.63878258281674e-13	DOWN
CGGC5_6421	-3.55576857610034	3.63878258281674e-13	DOWN
CGGC5_6861	8.40637412362624	3.97357888198148e-13	UP
CGGC5_12578	8.24577762924132	4.04417435097636e-13	UP
CGGC5_5988	10.0819625057792	4.04823186179131e-13	UP
CGGC5_10536	-3.93674865447312	4.20298250760417e-13	DOWN
CGGC5_3058	3.98428919628404	4.29971764659593e-13	UP
CGGC5_12867	7.87394829403791	5.05991929137068e-13	UP
CGGC5_84	11.8740550331878	5.49893556549068e-13	UP
CGGC5_11628	4.05337148674416	5.52769665823187e-13	UP
CGGC5_15397	-4.12575245344107	5.58470390541892e-13	DOWN
CGGC5_2619	-2.70447574221113	6.38234493066047e-13	DOWN
CGGC5_11100	3.33129639604041	6.43063779776019e-13	UP
CGGC5_9366	5.66474473139771	7.44732224897615e-13	UP
CGGC5_2530	9.96543298004759	8.33349090645503e-13	UP
CGGC5_4970	8.41823780092626	9.96708173112401e-13	UP
CGGC5_12127	3.48354811418112	1.01130003970682e-12	UP
CGGC5_1696	3.34753418746547	1.05438941003801e-12	UP
CGGC5_565	4.09784337422337	1.24591214918726e-12	UP
CGGC5_4422	11.1733092397596	1.40103295582752e-12	UP
CGGC5_3832	4.20427081357152	1.52774104694642e-12	UP
CGGC5_5765	6.53575010277262	1.52862093782718e-12	UP
CGGC5_13247	-9.02046170329761	1.99972993359287e-12	DOWN
CGGC5_2832	3.31188482599293	2.02235027746461e-12	UP
CGGC5_11185	7.75106386814727	2.5000302307994e-12	UP
CGGC5_6209	-6.90853102383137	2.61467519061327e-12	DOWN
CGGC5_627	-4.88167850860169	2.81533241326798e-12	DOWN
CGGC5_521	4.55389965339894	2.91153789536513e-12	UP
CGGC5_9725	-9.00511767858091	3.0310576347011e-12	DOWN
CGGC5_8536	3.18625295335548	3.3521473279762e-12	UP
CGGC5_13725	-2.60852490576863	3.48413226885436e-12	DOWN
CGGC5_1656	3.86039220189029	3.72870766440668e-12	UP
CGGC5_10826	11.6664484697689	3.8102414563541e-12	UP
CGGC5_10269	11.0159896783172	3.89734474176771e-12	UP
CGGC5_7078	4.83045133914222	3.90901395720922e-12	UP
CGGC5_6752	3.97099032983993	4.01310147890982e-12	UP
CGGC5_8239	2.33586188383147	4.11743038391144e-12	UP
CGGC5_13573	-4.60115361023185	5.47192362933571e-12	DOWN
CGGC5_14791	-3.23011109674141	5.53809738123962e-12	DOWN
CGGC5_481	6.41412567511551	7.0852615987158e-12	UP
CGGC5_3131	2.98623488652341	8.13881537359999e-12	UP
CGGC5_1720	3.63812388343298	8.18616620789661e-12	UP
CGGC5_88	12.2123947083751	8.72952093277549e-12	UP
CGGC5_13453	-2.33797620075071	8.84686017200831e-12	DOWN
CGGC5_6273	3.28783236422348	1.20870270905457e-11	UP
CGGC5_1296	3.81587206550024	1.33127422763132e-11	UP
CGGC5_8765	5.07641038971675	1.33127422763132e-11	UP
CGGC5_10406	11.4592085833113	1.41922443375743e-11	UP
CGGC5_7308	5.32151823221679	1.49290314787376e-11	UP
CGGC5_5835	-2.48748487271043	1.50759911111616e-11	DOWN
CGGC5_621	3.7942509955158	1.51567732891658e-11	UP
CGGC5_11403	-4.6666602416245	1.52371708648967e-11	DOWN
CGGC5_2728	6.22743916693918	1.54977203309509e-11	UP
CGGC5_1718	-2.3951752909661	1.61502568519306e-11	DOWN
CGGC5_6633	7.3628992992023	1.97628528031322e-11	UP
CGGC5_13249	3.53491532314178	1.97628528031322e-11	UP
CGGC5_4717	2.01021956546871	2.27975783311888e-11	UP
CGGC5_2682	5.34999407550566	2.4181360317057e-11	UP
CGGC5_8045	9.79364366961663	2.44260023250369e-11	UP
CGGC5_14349	-2.45203657636699	2.84805507615356e-11	DOWN
CGGC5_1692	4.76409595716269	3.36807941993751e-11	UP
CGGC5_8919	5.19052152106425	3.58988292377079e-11	UP
CGGC5_10383	-3.21639794769761	4.20549337353989e-11	DOWN
CGGC5_8850	2.88818865126108	4.20549337353989e-11	UP
CGGC5_9363	5.81353293448325	4.37693088632391e-11	UP
CGGC5_1467	4.78605024131702	4.44658265774233e-11	UP
CGGC5_14813	5.38568805444294	5.61547431969866e-11	UP
CGGC5_14361	8.02836941578561	6.09828542136963e-11	UP
CGGC5_2330	4.68048391039068	6.38179358480825e-11	UP
CGGC5_1749	-2.74979732346742	6.63126406348463e-11	DOWN
CGGC5_4350	-3.98175729368883	6.63126406348463e-11	DOWN
CGGC5_12628	4.04574636328687	6.63819210622199e-11	UP
CGGC5_14678	2.75324707756524	6.80858751353607e-11	UP
CGGC5_7925	-4.94286441409399	7.88104770278008e-11	DOWN
CGGC5_2361	3.51735480916415	7.92097309819771e-11	UP
CGGC5_3714	3.89043797751973	8.27327917338228e-11	UP
CGGC5_9173	7.12102000467383	9.34527261199951e-11	UP
CGGC5_9664	6.50861827975232	9.34527261199951e-11	UP
CGGC5_2251	12.458650303031	9.37943137413788e-11	UP
CGGC5_1413	2.77608348975586	9.37943137413788e-11	UP
CGGC5_9512	5.23438894198919	1.05632825696962e-10	UP
CGGC5_8996	7.90826967992597	1.4347927217804e-10	UP
CGGC5_12579	6.48507746506793	1.4832334657535e-10	UP
CGGC5_12948	-1.59722504770869	1.52121349077541e-10	NOT
CGGC5_10195	-2.4948989477372	1.52121349077541e-10	DOWN
CGGC5_6953	3.43632139971288	1.56828077811115e-10	UP
CGGC5_628	-3.92506692720239	1.75609251612895e-10	DOWN
CGGC5_9307	4.61244502219645	1.75639921198882e-10	UP
CGGC5_10011	-3.897610713006	2.143434884061e-10	DOWN
CGGC5_6613	10.1068776462535	2.15033381896803e-10	UP
CGGC5_6088	-3.65296549553788	2.25789518139292e-10	DOWN
CGGC5_8596	3.50812330985843	2.26587159407866e-10	UP
CGGC5_4641	7.15758880889547	2.61849254972701e-10	UP
CGGC5_5350	4.48678182088281	2.79296375005629e-10	UP
CGGC5_9025	9.55766746741483	2.79941649456154e-10	UP
CGGC5_1751	-2.76708153307006	3.33186282842658e-10	DOWN
CGGC5_8269	5.57034483264736	3.53446335620906e-10	UP
CGGC5_15030	4.14616052433014	3.55182274248677e-10	UP
CGGC5_11489	5.91408139945583	4.5187079150326e-10	UP
CGGC5_6127	4.91290360721382	5.09384864292742e-10	UP
CGGC5_14401	4.41283904456639	5.17701493459854e-10	UP
CGGC5_7039	9.56296312416788	5.32767413791772e-10	UP
CGGC5_4376	4.69934167391932	5.5059053913819e-10	UP
CGGC5_248	5.36276434100723	5.64463781748838e-10	UP
CGGC5_4162	8.557103604342	5.80303292784934e-10	UP
CGGC5_3120	2.67649003043191	6.35793128279715e-10	UP
CGGC5_14282	9.80316846791082	6.54190846455553e-10	UP
CGGC5_14454	10.964425095898	6.65603485807511e-10	UP
CGGC5_1173	3.00372153817353	7.0622051621048e-10	UP
CGGC5_4083	-4.00595087449933	7.09124401300697e-10	DOWN
CGGC5_5009	-3.72595002928937	7.59178032513542e-10	DOWN
CGGC5_13019	-4.79562470494853	8.47572758239805e-10	DOWN
CGGC5_9812	2.16972399484901	8.52335700881506e-10	UP
CGGC5_8632	5.27286168351485	8.62816496030371e-10	UP
CGGC5_1366	-1.69934377098051	9.06255932379928e-10	NOT
CGGC5_11755	5.10736013173945	9.35706234272801e-10	UP
CGGC5_12144	3.94159574177154	9.42882498930697e-10	UP
CGGC5_7237	5.55883384651361	9.50498937576198e-10	UP
CGGC5_13841	2.00313323963317	9.72157441068328e-10	UP
CGGC5_15243	3.96096392470634	9.86280885010872e-10	UP
CGGC5_2716	3.24253627797752	1.03368115009003e-09	UP
CGGC5_4362	6.36054499593925	1.05002885254419e-09	UP
CGGC5_2978	2.7371702995095	1.07474049390115e-09	UP
CGGC5_3407	-6.00322555565134	1.11032993427498e-09	DOWN
CGGC5_3024	-5.0044149869676	1.13532762708957e-09	DOWN
CGGC5_12821	4.92045744324097	1.14480278286849e-09	UP
CGGC5_13251	7.34616545640507	1.25366252249707e-09	UP
CGGC5_11701	2.57411265079877	1.32579261061842e-09	UP
CGGC5_10639	-3.94112540645449	1.35325376476453e-09	DOWN
CGGC5_4572	-3.68568346374102	1.38981947370463e-09	DOWN
CGGC5_6254	4.64571124100854	1.39951982443922e-09	UP
CGGC5_12949	-1.60429438781599	1.40305223275146e-09	NOT
CGGC5_10760	6.13089548863667	1.40599349128959e-09	UP
CGGC5_2871	-1.79271863229639	1.40642147905555e-09	NOT
CGGC5_2221	-6.09020815038491	1.5386233130347e-09	DOWN
CGGC5_5653	-2.64662244356841	1.59948307062643e-09	DOWN
CGGC5_8361	-5.94256696160753	1.67306727758889e-09	DOWN
CGGC5_9584	3.29650006326555	1.85683449442292e-09	UP
CGGC5_8528	2.58352391247981	2.20117605453629e-09	UP
CGGC5_10448	-4.71285480422372	2.24792711778702e-09	DOWN
CGGC5_15345	-3.91390075237562	2.29176470192024e-09	DOWN
CGGC5_4432	-4.50134115051994	2.4883643850783e-09	DOWN
CGGC5_9538	-1.650813632499	2.79719465489001e-09	NOT
CGGC5_10002	6.18132239629693	3.46152397443039e-09	UP
CGGC5_3267	-3.40203808674235	3.70762270030314e-09	DOWN
CGGC5_7083	3.71171258779446	3.76317693749035e-09	UP
CGGC5_13402	-7.2024220604272	3.83089681328256e-09	DOWN
CGGC5_9522	-5.15595595228073	3.91925600897736e-09	DOWN
CGGC5_9300	3.93563698750548	4.0113484297395e-09	UP
CGGC5_837	-2.50617176493446	4.11006362830846e-09	DOWN
CGGC5_8761	-6.90489245061345	4.52945424556399e-09	DOWN
CGGC5_6744	5.33113124857953	5.09640563933168e-09	UP
CGGC5_10629	2.4379489595268	5.44510396421084e-09	UP
CGGC5_7086	-1.7885405060754	5.62588589588404e-09	NOT
CGGC5_9770	5.45369186438048	5.62588589588404e-09	UP
CGGC5_5759	-4.41319214368172	5.90906378170265e-09	DOWN
CGGC5_1657	-2.02097257306718	6.10363409416934e-09	DOWN
CGGC5_7202	4.63763125160231	6.19691819302136e-09	UP
CGGC5_21	5.18486036365242	6.22243813236781e-09	UP
CGGC5_7664	10.3126638257682	6.24882470473694e-09	UP
CGGC5_4987	1.06131037236369	6.32465294382987e-09	NOT
CGGC5_15349	9.74843803071903	6.40120403757507e-09	UP
CGGC5_8409	4.41144511041739	6.49951515326405e-09	UP
CGGC5_3097	6.05939993978187	6.70242471507618e-09	UP
CGGC5_2089	6.14122951724116	6.72122757694829e-09	UP
CGGC5_9020	5.59323363034746	6.97186444125753e-09	UP
CGGC5_14686	-4.49364060656132	7.45351506146838e-09	DOWN
CGGC5_7759	-2.02532530462943	8.51847135918589e-09	DOWN
CGGC5_4388	3.72487273508133	8.54591450271269e-09	UP
CGGC5_15348	9.49009744165695	8.58549867715148e-09	UP
CGGC5_145	-2.17454361059332	8.82356722275908e-09	DOWN
CGGC5_7696	6.66555638927067	8.82356722275908e-09	UP
CGGC5_12524	4.27811208156005	8.91141476557475e-09	UP
CGGC5_14107	4.33325315862865	9.96258436260649e-09	UP
CGGC5_2995	6.3947821391304	1.00752993659143e-08	UP
CGGC5_11127	10.3280161243346	1.05399053051114e-08	UP
CGGC5_9145	6.73667501880488	1.15832009244345e-08	UP
CGGC5_7383	5.38479534500993	1.15832009244345e-08	UP
CGGC5_5733	4.8368629842594	1.20711598808735e-08	UP
CGGC5_5480	-2.41367442290751	1.56922194490707e-08	DOWN
CGGC5_7924	2.67687281844078	1.56922194490707e-08	UP
CGGC5_11689	-4.7393629206256	1.57898689286848e-08	DOWN
CGGC5_4309	6.98529338845454	1.58418516784195e-08	UP
CGGC5_6045	-3.47795784441306	1.59173958952554e-08	DOWN
CGGC5_8232	4.74934390789904	1.65568607380397e-08	UP
CGGC5_3291	2.06908403951302	1.67308574104707e-08	UP
CGGC5_6834	3.45207106169161	1.67380849185632e-08	UP
CGGC5_7724	5.10146389629069	1.71698438690245e-08	UP
CGGC5_12927	-2.27369833174009	1.8105434011891e-08	DOWN
CGGC5_922	-4.9970699842225	1.88472464808623e-08	DOWN
CGGC5_13134	-1.90606826342617	1.89463073221864e-08	NOT
CGGC5_1938	-2.36496615674229	1.92582204370573e-08	DOWN
CGGC5_3880	-2.91780565926551	2.00592498015398e-08	DOWN
CGGC5_5591	-2.09157464671322	2.03122027765036e-08	DOWN
CGGC5_2717	4.55222704655315	2.0495509524844e-08	UP
CGGC5_2952	1.91352580527637	2.06793788678486e-08	NOT
CGGC5_13923	7.29806628871502	2.06793788678486e-08	UP
CGGC5_14218	11.7384053946323	2.2169995782786e-08	UP
CGGC5_10857	8.2597654437884	2.3427523765593e-08	UP
CGGC5_6330	4.5854719984628	2.37891520163784e-08	UP
CGGC5_2222	-4.91456928561392	2.44927036458141e-08	DOWN
CGGC5_1224	3.50746359474972	2.47615608676442e-08	UP
CGGC5_12608	4.6674315162491	2.49216211493807e-08	UP
CGGC5_6573	-5.18741765892681	2.49955095892843e-08	DOWN
CGGC5_2633	-3.19212696242639	2.5131048353882e-08	DOWN
CGGC5_14939	8.79534846869324	2.54268796404602e-08	UP
CGGC5_8119	5.67434402395227	2.57922738402738e-08	UP
CGGC5_10469	-3.67109754587253	2.57922738402738e-08	DOWN
CGGC5_14876	2.29472621194014	2.57922738402738e-08	UP
CGGC5_7506	11.0849214531899	2.61857956237375e-08	UP
CGGC5_356	-3.46921854332208	2.64051893748937e-08	DOWN
CGGC5_959	-1.97694274225252	2.64051893748937e-08	NOT
CGGC5_7590	-1.52809587247967	2.70619561937499e-08	NOT
CGGC5_6115	9.16392740695201	2.72050258435017e-08	UP
CGGC5_13155	-1.96385578818041	2.76733649321755e-08	NOT
CGGC5_9253	-4.40341420678981	3.02719235214639e-08	DOWN
CGGC5_14049	4.17723850812683	3.03992611860335e-08	UP
CGGC5_6889	3.84418195796615	3.11689114631485e-08	UP
