	log2FoldChange	padj	significance
CGGC5_4584	4.33844744423876	1.47681034659633e-11	UP
CGGC5_4836	5.58128450459166	1.51896624831008e-11	UP
CGGC5_10698	8.510236634564	1.94761557178829e-11	UP
CGGC5_9853	6.12730863521532	1.99633817748564e-11	UP
CGGC5_14361	8.30592178664643	2.36696410138892e-11	UP
CGGC5_13718	6.01730385098156	2.40123141754097e-11	UP
CGGC5_2251	12.7614794211319	2.48015908753778e-11	UP
CGGC5_1753	3.31599352288582	2.52449544779126e-11	UP
CGGC5_7791	9.25039227793876	2.90175159183108e-11	UP
CGGC5_14453	9.55508648714646	2.93013828643393e-11	UP
CGGC5_10990	-3.87371008684315	3.17844129715947e-11	DOWN
CGGC5_8045	9.75476482696092	3.1861079976508e-11	UP
CGGC5_14052	9.83213285745252	3.27725626214035e-11	UP
CGGC5_888	8.72867308441159	3.38265525466879e-11	UP
CGGC5_13247	-8.5362196806371	3.49843423892966e-11	DOWN
CGGC5_8708	8.14193308878934	3.6680213479319e-11	UP
CGGC5_10696	5.09400714892307	4.69357517982778e-11	UP
CGGC5_13798	4.12157676102685	4.79078807646188e-11	UP
CGGC5_14684	9.63106249444791	5.00932629001464e-11	UP
CGGC5_6940	4.21267501975168	5.6412409062394e-11	UP
CGGC5_3482	5.85489639736872	5.78720251054586e-11	UP
CGGC5_6650	5.93561607706384	6.06232766529085e-11	UP
CGGC5_9173	7.23514968551208	6.49946294217736e-11	UP
CGGC5_13227	4.24439399878072	6.55885050081757e-11	UP
CGGC5_13318	11.1251714949543	6.70729643864302e-11	UP
CGGC5_7984	4.09064869391696	7.15016707941161e-11	UP
CGGC5_15191	4.45019465741104	7.15016707941161e-11	UP
CGGC5_14454	11.4137255372896	9.28084281142758e-11	UP
CGGC5_13624	6.18128123716199	9.69885576168259e-11	UP
CGGC5_683	4.42468289363026	9.94263760835483e-11	UP
CGGC5_10011	-5.33636957640038	1.03835440067081e-10	DOWN
CGGC5_1779	5.60011495207323	1.19430405828388e-10	UP
CGGC5_6029	1.76519678517242	1.67490911429844e-10	NOT
CGGC5_3291	2.42282622127847	1.90254103115208e-10	UP
CGGC5_12382	5.93499970977276	1.9499496791174e-10	UP
CGGC5_13733	5.86313062035111	2.02100573215996e-10	UP
CGGC5_8473	7.51314393808677	2.02606874651179e-10	UP
CGGC5_8800	5.34599339777445	2.03565285401332e-10	UP
CGGC5_12524	4.9778132719465	2.10150867980376e-10	UP
CGGC5_9667	4.8363113257063	2.42121853792161e-10	UP
CGGC5_9118	7.32962149659165	2.86991429437683e-10	UP
CGGC5_7112	-2.61650840885732	2.94197523674462e-10	DOWN
CGGC5_7507	9.21941309161608	3.25749484108531e-10	UP
CGGC5_8249	1.71680491952162	3.49574093495496e-10	NOT
CGGC5_12269	6.62478980893705	3.49574093495496e-10	UP
CGGC5_233	5.13948016297394	3.61520828726109e-10	UP
CGGC5_1917	6.70028828800519	3.69636389178752e-10	UP
CGGC5_1296	3.76620053448173	3.93604153508816e-10	UP
CGGC5_8942	4.73202047853851	4.13043551990395e-10	UP
CGGC5_11469	7.43550359072351	4.17798520985776e-10	UP
CGGC5_12848	7.38306048717121	4.40663456136193e-10	UP
CGGC5_5988	9.32386346765523	6.01901129140891e-10	UP
CGGC5_2345	7.51877375764242	6.23644984455096e-10	UP
CGGC5_4355	11.4207801150238	6.91529105485913e-10	UP
CGGC5_5512	6.0003776617777	6.91529105485913e-10	UP
CGGC5_1041	13.8334995704515	7.11367680470731e-10	UP
CGGC5_13161	3.88413896515241	7.60117868138472e-10	UP
CGGC5_7630	-7.90002010284713	7.67066890766542e-10	DOWN
CGGC5_11282	4.95940174348985	8.17015991162421e-10	UP
CGGC5_1145	4.74710067402517	8.94251812073776e-10	UP
CGGC5_9212	5.26665648757138	9.17888358115493e-10	UP
CGGC5_8759	11.3808909626509	9.31860550059022e-10	UP
CGGC5_14218	12.5042547901192	1.00400239066294e-09	UP
CGGC5_83	9.32821657663043	1.00819896143158e-09	UP
CGGC5_8409	4.58862143125082	1.16827590728984e-09	UP
CGGC5_163	-2.58339383061659	1.35071933362908e-09	DOWN
CGGC5_7591	10.1202632225172	1.37456131181871e-09	UP
CGGC5_474	-7.81201995830707	1.50309565247356e-09	DOWN
CGGC5_7202	5.26368345528049	1.56944697829637e-09	UP
CGGC5_10649	3.70355936236631	1.64056322053715e-09	UP
CGGC5_3990	6.02148585507111	1.69940258402228e-09	UP
CGGC5_14791	-4.08082533867361	1.75346436402964e-09	DOWN
CGGC5_13201	6.40107790969233	1.82035807563199e-09	UP
CGGC5_2995	6.72664597276159	1.84477402299109e-09	UP
CGGC5_11100	2.9423383622901	1.93855305824829e-09	UP
CGGC5_10594	12.5203710388224	2.04171022217291e-09	UP
CGGC5_2737	6.69989653555853	2.26752055239406e-09	UP
CGGC5_2545	2.77728971232309	2.27470567546455e-09	UP
CGGC5_4218	3.707106125694	2.45100042111911e-09	UP
CGGC5_8766	6.79682839507561	2.47975954567325e-09	UP
CGGC5_11486	-6.67447755113983	2.49050009574524e-09	DOWN
CGGC5_13923	7.67623260528265	2.61544901315572e-09	UP
CGGC5_4717	2.2415641025298	2.63014727958117e-09	UP
CGGC5_6247	5.15116197027112	2.68426997938327e-09	UP
CGGC5_6146	-5.50842373296141	2.74557836116729e-09	DOWN
CGGC5_334	6.04558688094541	2.78953616086336e-09	UP
CGGC5_12817	5.49289369295692	2.94537689854203e-09	UP
CGGC5_14681	6.42664711527275	3.10197586764116e-09	UP
CGGC5_10119	8.63651144770326	3.16372170449979e-09	UP
CGGC5_1718	-4.39324977801424	3.62932041553561e-09	DOWN
CGGC5_7664	10.4880942005308	3.63797457354225e-09	UP
CGGC5_7313	3.29279663349196	3.76809443663254e-09	UP
CGGC5_7500	8.09081871479615	3.88724692378172e-09	UP
CGGC5_12440	-2.02361001912677	4.0335973068979e-09	DOWN
CGGC5_11560	3.1304796471004	4.18321643943144e-09	UP
CGGC5_2652	6.47481918405088	4.60445971263472e-09	UP
CGGC5_14349	-3.36393199133266	4.88824410277204e-09	DOWN
CGGC5_82	13.6735872940418	5.20429114530846e-09	UP
CGGC5_9429	2.96448945594561	5.28484906236812e-09	UP
CGGC5_1285	4.39053746493951	5.46331434608158e-09	UP
CGGC5_11881	2.4652014017451	6.22618701362062e-09	UP
CGGC5_5701	5.97070787761902	6.3725411409627e-09	UP
CGGC5_2928	5.15109615874975	6.5157474883385e-09	UP
CGGC5_13725	-3.16407905396517	7.3929290930091e-09	DOWN
CGGC5_11476	4.38123627100181	7.69691752641162e-09	UP
CGGC5_6254	4.72495382149434	7.96167780419246e-09	UP
CGGC5_4466	6.61816850591444	7.98859752455464e-09	UP
CGGC5_1548	6.62278560392841	7.99060592815662e-09	UP
CGGC5_4691	5.77283196761103	8.23439625190472e-09	UP
CGGC5_9194	3.38012920643755	8.33288915803527e-09	UP
CGGC5_1749	-4.39650729185521	8.88147710759744e-09	DOWN
CGGC5_2470	3.57019083934238	9.18286975081891e-09	UP
CGGC5_9725	-7.55908032736549	9.22468149889591e-09	DOWN
CGGC5_6613	9.5586496253841	9.33973035042269e-09	UP
CGGC5_11489	5.82622889015344	9.87851977366939e-09	UP
CGGC5_5857	-2.38076056541379	1.02019095213963e-08	DOWN
CGGC5_2349	3.22763426511723	1.02019095213963e-08	UP
CGGC5_5758	4.89742190999697	1.29900576409466e-08	UP
CGGC5_12628	4.30968824571408	1.33740057051175e-08	UP
CGGC5_15350	14.2076304438554	1.34843467245708e-08	UP
CGGC5_4265	4.42106004593318	1.34897734411397e-08	UP
CGGC5_6833	5.56231346932105	1.59948813047212e-08	UP
CGGC5_4150	6.10904768307276	1.60412508649971e-08	UP
CGGC5_1450	7.65571362603978	1.60998330409889e-08	UP
CGGC5_13402	-7.62747911681296	1.61640884590981e-08	DOWN
CGGC5_521	4.30359254958655	1.63286427452071e-08	UP
CGGC5_5490	-3.83393495563372	1.64255904240296e-08	DOWN
CGGC5_1834	2.43612585779297	1.73556525929383e-08	UP
CGGC5_6043	-3.41546180827931	2.09102633381904e-08	DOWN
CGGC5_8761	-7.31219820957251	2.21606360834278e-08	DOWN
CGGC5_13679	2.88231670662171	2.21844395023951e-08	UP
CGGC5_887	10.9919671798076	2.23081187847695e-08	UP
CGGC5_8269	5.57723504838069	2.41125009890032e-08	UP
CGGC5_13054	-1.92143358927386	2.43975276122059e-08	NOT
CGGC5_8818	2.15535768357695	2.44812474006548e-08	UP
CGGC5_6115	9.25727174479736	2.55959142922381e-08	UP
CGGC5_838	-3.98591281731103	2.66449450745808e-08	DOWN
CGGC5_6752	3.52091692646914	2.70403423907033e-08	UP
CGGC5_1091	2.47231291261991	2.85928027348823e-08	UP
CGGC5_12282	-3.14142825128478	2.86732469277253e-08	DOWN
CGGC5_12655	4.92614782464111	3.27426239041599e-08	UP
CGGC5_1748	3.19416142646849	3.49229053253792e-08	UP
CGGC5_3689	4.3469884761939	3.53140397211929e-08	UP
CGGC5_7922	4.69211922743009	3.6208615825609e-08	UP
CGGC5_9794	11.4812644560517	4.01888330907145e-08	UP
CGGC5_11481	6.69093305532393	4.0342682864623e-08	UP
CGGC5_6532	11.1015197342512	4.0673037828009e-08	UP
CGGC5_9398	3.31465784741792	4.56841711013176e-08	UP
CGGC5_6511	13.7898315537475	5.11855735124922e-08	UP
CGGC5_10322	7.4893128034962	5.11855735124922e-08	UP
CGGC5_13573	-3.51132477218512	5.50871135303257e-08	DOWN
CGGC5_10952	5.6890688074944	5.69466544256596e-08	UP
CGGC5_7049	-2.32809353049073	5.74586448754468e-08	DOWN
CGGC5_15397	-3.37608803245024	6.06942588635816e-08	DOWN
CGGC5_8850	2.98635220848982	6.18885916501e-08	UP
CGGC5_11409	7.41105197510665	6.90197390529505e-08	UP
CGGC5_9804	10.1223611858286	7.08649897791961e-08	UP
CGGC5_10536	-2.98058708924505	7.29900875608089e-08	DOWN
CGGC5_1470	6.69122111771051	7.30377628881543e-08	UP
CGGC5_14680	5.57562982180577	8.31893591394286e-08	UP
CGGC5_14208	4.8490831501504	8.60570100221623e-08	UP
CGGC5_8644	3.81416524773728	8.80838498396158e-08	UP
CGGC5_5577	3.71723764882408	8.88538563285308e-08	UP
CGGC5_4388	3.9479782737218	8.94988189529614e-08	UP
CGGC5_15348	9.19861851522502	8.97094278444548e-08	UP
CGGC5_12497	4.57966026298401	9.32419829467401e-08	UP
CGGC5_8122	3.93557658030023	9.69782000394536e-08	UP
CGGC5_5155	1.46868556429576	1.1112477511142e-07	NOT
CGGC5_10611	2.31107793110906	1.17683401697825e-07	UP
CGGC5_6209	-7.01495944557799	1.19081858796747e-07	DOWN
CGGC5_1657	-3.01730356258691	1.2767826999256e-07	DOWN
CGGC5_15452	5.15039253003785	1.33863504651124e-07	UP
CGGC5_10753	5.34547615458961	1.34225143240489e-07	UP
CGGC5_6617	4.47100562354021	1.36737667824921e-07	UP
CGGC5_4357	10.439196641466	1.42376750127849e-07	UP
CGGC5_7503	6.35217393157387	1.43538362910208e-07	UP
CGGC5_10947	4.53841022578633	1.5109132644504e-07	UP
CGGC5_14790	12.5979338619938	1.59989529337149e-07	UP
CGGC5_7925	-6.86025347216422	1.63171691661747e-07	DOWN
CGGC5_6421	-2.74232265051468	1.70061470152845e-07	DOWN
